age,schl,mar,sex,dis,esp,cit,mig,mil,anc,nativity,dear,deye,drem,pincp,esr,fer,race,pubcov
37,19.0,3,2,2,,1,3.0,4.0,2,1,2,2,2.0,13000.0,6.0,2.0,1,0
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
44,13.0,3,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
34,19.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,4800.0,6.0,2.0,2,0
18,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,3300.0,6.0,,1,1
59,14.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
25,21.0,5,1,2,,1,1.0,4.0,2,1,2,2,2.0,5400.0,1.0,,1,0
57,13.0,5,1,1,,1,1.0,4.0,1,1,2,2,1.0,0.0,6.0,,1,1
42,16.0,4,2,2,,1,3.0,4.0,1,1,2,2,2.0,6100.0,6.0,2.0,1,0
28,11.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
18,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
16,12.0,5,2,2,,1,3.0,,1,1,2,2,2.0,0.0,6.0,2.0,1,1
39,12.0,3,1,2,,1,3.0,4.0,1,1,2,2,2.0,1900.0,6.0,,1,0
31,17.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,5500.0,6.0,,1,0
19,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,,1,1
64,21.0,3,1,1,,1,1.0,4.0,2,1,2,2,2.0,10200.0,6.0,,2,1
28,19.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,11700.0,6.0,,2,0
61,16.0,5,1,1,,1,1.0,4.0,2,1,2,2,1.0,9300.0,6.0,,2,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,1.0,2,1
52,16.0,3,2,1,,1,1.0,4.0,1,1,2,2,1.0,4200.0,6.0,,1,1
18,18.0,5,2,2,,5,2.0,4.0,1,2,2,2,2.0,0.0,6.0,2.0,1,1
37,17.0,5,1,1,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
27,21.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,,1,0
36,13.0,1,1,2,,5,1.0,4.0,2,2,2,2,2.0,24700.0,6.0,,1,1
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
18,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,400.0,6.0,2.0,2,1
21,18.0,5,1,2,,1,1.0,1.0,1,1,2,2,2.0,20000.0,4.0,,2,1
47,19.0,3,1,2,,1,1.0,4.0,2,1,2,2,2.0,220.0,6.0,,1,0
62,13.0,5,1,1,,1,1.0,4.0,1,1,2,2,2.0,6600.0,6.0,,1,1
25,17.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,21000.0,6.0,,1,0
47,16.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
19,19.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,4500.0,1.0,2.0,1,1
58,12.0,1,1,1,,1,3.0,4.0,1,1,1,2,2.0,0.0,6.0,,2,0
20,19.0,5,2,1,,1,1.0,4.0,2,1,2,2,1.0,1500.0,1.0,2.0,1,1
55,19.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,12200.0,6.0,,1,1
43,21.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
18,16.0,5,2,2,,5,2.0,4.0,1,2,2,2,2.0,0.0,6.0,2.0,2,1
47,16.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
26,13.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,6000.0,6.0,,2,0
21,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,10000.0,1.0,2.0,1,1
37,17.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
19,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,4300.0,1.0,2.0,1,1
46,16.0,5,1,1,,1,1.0,4.0,2,1,2,2,2.0,10200.0,6.0,,1,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,5000.0,6.0,2.0,2,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
36,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,2.0,1,1
19,13.0,5,1,2,,2,3.0,4.0,1,1,2,2,2.0,1500.0,1.0,,1,1
19,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,-1500.0,6.0,2.0,1,1
38,13.0,3,1,1,,1,1.0,4.0,1,1,2,1,2.0,0.0,6.0,,1,0
41,21.0,3,1,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,,1,0
64,21.0,3,1,1,,1,1.0,4.0,2,1,2,2,2.0,10200.0,6.0,,2,1
21,16.0,5,2,2,,1,1.0,1.0,1,1,2,2,2.0,20000.0,4.0,2.0,1,1
59,16.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,12000.0,6.0,,1,1
32,13.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,0
17,14.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,1
41,17.0,5,1,2,,1,1.0,4.0,4,1,2,2,2.0,13000.0,6.0,,2,1
18,18.0,5,2,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,2.0,2,1
34,17.0,5,1,2,,1,1.0,4.0,2,1,2,2,2.0,10000.0,6.0,,2,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
56,16.0,2,2,1,,1,3.0,4.0,2,1,2,2,1.0,20400.0,6.0,,1,1
47,16.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
19,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,6100.0,6.0,2.0,1,1
19,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,2,1
18,18.0,5,2,2,,1,1.0,4.0,4,1,2,2,2.0,11400.0,6.0,2.0,1,1
21,19.0,5,1,2,,5,1.0,4.0,2,2,2,2,2.0,0.0,6.0,,1,1
49,20.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,2100.0,6.0,2.0,2,1
38,18.0,1,1,2,,1,1.0,4.0,1,1,2,2,2.0,27500.0,6.0,,2,0
19,14.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
19,18.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,5100.0,1.0,,1,1
21,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,2.0,2,1
28,17.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,5400.0,6.0,,1,0
19,19.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,5500.0,6.0,,9,1
37,16.0,3,2,1,,1,1.0,4.0,1,1,2,2,1.0,360.0,6.0,2.0,1,1
31,13.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,1.0,2,1
53,14.0,5,1,1,,1,1.0,4.0,2,1,2,2,2.0,1000.0,6.0,,2,1
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,5000.0,1.0,2.0,1,1
19,14.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
31,13.0,1,1,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
29,17.0,3,1,1,,1,1.0,4.0,1,1,2,2,1.0,500.0,6.0,,1,0
19,19.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,840.0,6.0,,1,1
21,13.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,3.0,,2,0
19,18.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,3000.0,6.0,,1,1
59,16.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,12000.0,6.0,,1,1
39,17.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,6000.0,1.0,2.0,2,0
49,17.0,5,1,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
21,19.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
63,16.0,2,1,1,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
21,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,2.0,2,1
19,18.0,5,1,2,,5,2.0,4.0,1,2,2,2,2.0,0.0,6.0,,1,1
54,16.0,5,2,1,,1,3.0,2.0,1,1,2,2,2.0,14400.0,6.0,,2,0
37,20.0,5,2,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,2.0,9,0
37,14.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,0
52,16.0,3,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
18,19.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,5400.0,6.0,,1,1
18,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,4300.0,6.0,,2,1
26,13.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
43,16.0,1,1,2,,1,3.0,4.0,1,1,2,2,2.0,2400.0,6.0,,2,1
30,12.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,20000.0,6.0,,6,1
38,13.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
62,13.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
19,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,10.0,6.0,,2,1
19,16.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,15000.0,6.0,2.0,2,1
53,17.0,4,1,2,,1,3.0,4.0,1,1,2,2,2.0,13800.0,6.0,,1,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,720.0,6.0,2.0,2,0
54,17.0,1,2,1,,1,3.0,4.0,4,1,2,2,2.0,12000.0,6.0,,1,1
21,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,1800.0,6.0,2.0,1,1
45,20.0,3,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
55,19.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,12200.0,6.0,,1,1
19,19.0,5,2,2,,5,2.0,4.0,1,2,2,2,2.0,0.0,6.0,2.0,6,1
37,19.0,4,1,1,,1,3.0,2.0,1,1,1,2,2.0,1900.0,6.0,,1,0
18,18.0,5,2,2,,1,1.0,4.0,4,1,2,2,2.0,11400.0,6.0,2.0,1,1
57,16.0,5,1,1,,1,1.0,4.0,1,1,1,1,1.0,360.0,6.0,,2,1
17,14.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,1
19,12.0,5,1,1,,1,3.0,4.0,1,1,2,2,1.0,0.0,6.0,,1,0
58,13.0,5,1,1,,1,1.0,4.0,1,1,2,2,1.0,16000.0,6.0,,1,1
19,13.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,1.0,2.0,2,1
19,19.0,5,1,1,,1,1.0,4.0,2,1,2,2,1.0,5500.0,6.0,,1,1
46,16.0,3,1,2,,1,3.0,4.0,2,1,2,2,2.0,6500.0,6.0,,1,0
18,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,2,1
19,18.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,7000.0,6.0,,2,1
56,18.0,3,2,1,,1,1.0,4.0,1,1,2,2,2.0,5000.0,6.0,,1,1
50,12.0,5,1,2,,1,1.0,4.0,2,1,2,2,2.0,7000.0,6.0,,1,0
25,12.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
18,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,760.0,6.0,,1,1
19,18.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,7000.0,6.0,,2,1
49,17.0,5,1,1,,1,1.0,4.0,1,1,2,2,2.0,480.0,6.0,,1,1
28,10.0,5,1,2,,1,1.0,4.0,4,1,2,2,2.0,9000.0,6.0,,1,0
22,19.0,1,1,2,,1,1.0,4.0,1,1,2,2,2.0,12000.0,1.0,,1,1
18,13.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,3900.0,6.0,2.0,2,1
18,14.0,5,2,1,,1,3.0,4.0,4,1,2,2,1.0,1660.0,6.0,1.0,1,1
36,17.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
18,16.0,5,2,1,,1,3.0,4.0,1,1,2,2,1.0,0.0,6.0,2.0,2,1
30,16.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,20800.0,6.0,,1,0
18,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,1000.0,6.0,,2,1
19,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,4000.0,6.0,,1,1
18,18.0,5,2,2,,1,2.0,4.0,2,1,2,2,2.0,5400.0,6.0,2.0,1,1
19,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,2500.0,1.0,2.0,2,1
30,1.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,14000.0,1.0,,1,1
57,16.0,3,2,1,,1,1.0,4.0,4,1,2,2,2.0,23600.0,6.0,,1,1
22,19.0,5,2,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,2.0,2,1
59,1.0,5,1,1,,1,1.0,4.0,4,1,2,2,1.0,9000.0,6.0,,1,1
46,18.0,3,1,1,,1,3.0,2.0,1,1,2,2,2.0,0.0,6.0,,2,0
27,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
55,13.0,3,1,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,6000.0,1.0,2.0,2,1
29,13.0,5,1,2,,1,1.0,4.0,2,1,2,2,2.0,1500.0,6.0,,1,1
63,16.0,2,1,1,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
21,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,10000.0,1.0,2.0,1,1
19,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,260.0,1.0,2.0,1,1
50,19.0,3,1,1,,1,3.0,2.0,1,1,2,2,2.0,1800.0,6.0,,1,0
27,17.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
61,14.0,5,1,1,,1,1.0,4.0,1,1,2,2,2.0,8100.0,6.0,,2,1
20,19.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,2100.0,1.0,2.0,2,1
39,1.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
60,16.0,3,1,2,,1,1.0,4.0,2,1,2,2,2.0,0.0,6.0,,1,0
33,19.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,1
36,12.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,12000.0,6.0,,2,0
31,12.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3200.0,6.0,2.0,1,0
19,14.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,1
15,11.0,5,2,2,,1,3.0,,1,1,2,2,2.0,0.0,,2.0,2,1
46,14.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
48,11.0,4,2,1,,1,3.0,4.0,2,1,2,1,2.0,9000.0,6.0,2.0,2,1
48,11.0,4,2,1,,1,3.0,4.0,2,1,2,1,2.0,9000.0,6.0,2.0,2,1
30,1.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,14000.0,1.0,,1,1
38,16.0,1,2,2,,1,3.0,4.0,1,1,2,2,2.0,29000.0,6.0,2.0,2,1
18,18.0,5,2,2,,1,3.0,4.0,2,1,2,2,2.0,4800.0,6.0,2.0,1,1
30,1.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,14000.0,1.0,,1,1
25,11.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
15,12.0,5,2,2,,1,3.0,,1,1,2,2,2.0,0.0,,2.0,1,1
25,17.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,21000.0,6.0,,1,0
19,16.0,5,2,2,,1,3.0,4.0,4,1,2,2,2.0,10000.0,6.0,2.0,2,1
56,16.0,3,2,2,,1,1.0,4.0,2,1,2,2,2.0,0.0,6.0,,1,0
19,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,,1,1
25,11.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
62,12.0,3,2,1,,1,1.0,4.0,1,1,2,2,1.0,8600.0,6.0,,2,1
39,17.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,1000.0,6.0,,2,0
19,16.0,5,1,2,,5,2.0,4.0,1,2,2,2,2.0,0.0,6.0,,6,1
18,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,1.0,2.0,1,1
30,19.0,1,1,2,,1,3.0,4.0,1,1,2,2,2.0,12000.0,6.0,,2,0
53,19.0,1,1,1,,1,3.0,4.0,1,1,2,2,2.0,7700.0,6.0,,2,1
19,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,-1350.0,6.0,2.0,1,1
52,16.0,3,2,1,,1,1.0,4.0,1,1,2,2,1.0,4200.0,6.0,,1,1
42,12.0,3,1,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
29,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,10000.0,6.0,,1,0
18,14.0,5,1,2,,2,2.0,4.0,1,1,2,2,2.0,3000.0,1.0,,2,1
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
19,19.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,960.0,6.0,,1,1
48,20.0,5,1,2,,1,1.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,0
55,17.0,4,1,1,,1,1.0,4.0,4,1,2,1,2.0,0.0,6.0,,2,1
38,12.0,3,1,1,,1,1.0,4.0,2,1,2,2,2.0,0.0,6.0,,3,1
39,16.0,5,1,1,,1,1.0,4.0,1,1,2,2,1.0,11200.0,6.0,,1,1
50,12.0,1,2,1,,1,3.0,4.0,1,1,1,2,2.0,1600.0,6.0,2.0,1,0
20,19.0,5,1,2,,1,1.0,4.0,2,1,2,2,2.0,2800.0,6.0,,2,1
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,5000.0,6.0,2.0,2,1
57,23.0,5,1,2,,1,3.0,2.0,1,1,2,2,2.0,26300.0,6.0,,2,1
47,12.0,5,1,1,,1,1.0,4.0,1,1,2,1,1.0,0.0,6.0,,2,0
51,18.0,3,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
18,16.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,1
18,14.0,5,1,2,,2,2.0,4.0,1,1,2,2,2.0,3000.0,1.0,,2,1
17,14.0,5,2,1,,1,1.0,4.0,4,1,2,2,1.0,0.0,6.0,2.0,1,1
19,19.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,960.0,6.0,,1,1
28,19.0,4,2,2,,1,3.0,2.0,4,1,2,2,2.0,2000.0,6.0,2.0,1,0
21,16.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3000.0,6.0,2.0,2,1
19,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,800.0,3.0,2.0,2,1
26,20.0,5,2,2,,1,2.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,2,0
33,11.0,5,2,1,,1,1.0,4.0,1,1,1,1,1.0,0.0,6.0,2.0,1,1
26,17.0,5,2,1,,1,3.0,4.0,1,1,2,2,1.0,0.0,6.0,2.0,1,0
46,16.0,5,1,1,,1,3.0,4.0,1,1,2,2,2.0,360.0,6.0,,1,1
52,13.0,3,1,2,,1,1.0,4.0,1,1,2,2,2.0,80.0,6.0,,2,1
21,19.0,5,2,1,,1,1.0,4.0,1,1,2,1,1.0,6000.0,1.0,2.0,2,1
19,19.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,4500.0,1.0,2.0,1,1
38,19.0,1,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
22,19.0,1,1,2,,1,1.0,4.0,1,1,2,2,2.0,12000.0,1.0,,1,1
19,19.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
46,16.0,3,1,2,,1,3.0,4.0,2,1,2,2,2.0,6500.0,6.0,,1,0
15,12.0,5,2,2,,1,3.0,,1,1,2,2,2.0,0.0,,2.0,1,1
19,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
60,16.0,5,1,1,,1,1.0,4.0,2,1,2,2,1.0,12900.0,6.0,,2,1
24,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
19,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,2,1
52,12.0,1,1,1,,1,3.0,4.0,1,1,2,2,1.0,22700.0,6.0,,2,1
18,16.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,0
21,19.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,5000.0,1.0,,1,1
18,18.0,5,2,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,2.0,2,1
19,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,1
57,19.0,4,1,1,,4,3.0,2.0,1,2,1,2,1.0,1400.0,6.0,,8,0
20,18.0,5,2,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,2.0,2,1
27,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,0
27,12.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,1,0
58,13.0,5,1,1,,1,1.0,4.0,1,1,2,2,1.0,16000.0,6.0,,1,1
31,13.0,1,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,2,0
20,19.0,5,1,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
19,16.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,2000.0,6.0,,2,1
21,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,3100.0,1.0,2.0,2,1
18,16.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,1,1
24,16.0,5,1,2,,1,3.0,1.0,1,1,2,2,2.0,20000.0,4.0,,1,1
37,19.0,3,2,2,,1,3.0,4.0,2,1,2,2,2.0,13000.0,6.0,2.0,1,0
31,17.0,5,1,1,,1,1.0,4.0,1,1,2,2,1.0,0.0,6.0,,1,1
64,16.0,5,2,1,,1,1.0,4.0,1,1,2,2,1.0,9400.0,6.0,,1,1
60,16.0,5,1,1,,1,3.0,4.0,4,1,2,2,1.0,3000.0,6.0,,1,1
27,21.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,0.0,6.0,,1,0
20,19.0,5,2,2,,1,1.0,4.0,1,1,2,2,2.0,0.0,6.0,2.0,2,1
22,16.0,5,1,2,,1,3.0,4.0,4,1,2,2,2.0,0.0,6.0,,2,0
48,19.0,3,2,2,,1,3.0,4.0,1,1,2,2,2.0,4200.0,6.0,2.0,1,0
33,17.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,9000.0,6.0,,1,0
48,19.0,5,1,1,,1,3.0,4.0,2,1,2,1,2.0,700.0,6.0,,2,0
52,19.0,3,1,1,,1,1.0,2.0,1,1,2,2,2.0,14300.0,6.0,,1,1
19,19.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,20.0,6.0,,1,1
41,17.0,5,1,2,,1,1.0,4.0,4,1,2,2,2.0,2000.0,6.0,,1,0
19,19.0,5,1,2,,1,3.0,4.0,2,1,2,2,2.0,4220.0,6.0,,1,1
32,17.0,3,1,1,,1,3.0,4.0,1,1,2,2,1.0,1200.0,6.0,,2,0
18,18.0,5,2,2,,1,3.0,4.0,1,1,2,2,2.0,1000.0,6.0,2.0,2,1
22,19.0,1,2,2,,1,3.0,4.0,4,1,2,2,2.0,3200.0,6.0,2.0,1,1
29,17.0,5,2,1,,1,3.0,4.0,1,1,2,2,1.0,0.0,6.0,2.0,2,1
19,18.0,5,1,2,,1,3.0,4.0,1,1,2,2,2.0,0.0,6.0,,1,1
